hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K4me2	ENSG00000245937	ASO_G0245937_AD_02	down	plus	1	718	0	1	2699	121545
H3K4me2	ENSG00000245937	ASO_G0245937_AD_02	down	minus	1	2699	0	1	2699	121545
H3K4me2	ENSG00000245937	ASO_G0245937_AD_05	up	plus	8	718	1	7	2698	121539
H3K4me2	ENSG00000245937	ASO_G0245937_AD_05	down	minus	9	2699	1	8	2698	121538
H3K4me2	ENSG00000245937	ASO_G0245937_AD_05	down	plus	9	718	1	8	2698	121538
H3K4me2	ENSG00000245937	ASO_G0245937_AD_05	up	minus	8	2699	1	7	2698	121539
H3K4me2	ENSG00000246067	ASO_G0246067_05	down	plus	4	3867	0	4	1556	122685
H3K4me2	ENSG00000246067	ASO_G0246067_05	down	minus	4	1556	0	4	1556	122685
H3K4me2	ENSG00000246067	ASO_G0246067_AD_04	down	plus	3	3867	1	2	1555	122687
H3K4me2	ENSG00000246067	ASO_G0246067_AD_04	down	minus	3	1556	1	2	1555	122687
H3K4me2	ENSG00000246067	ASO_G0246067_AD_06	up	minus	3549	1556	50	3499	1506	119190
H3K4me2	ENSG00000246067	ASO_G0246067_AD_06	down	minus	3482	1556	311	3171	1245	119518
H3K4me2	ENSG00000246067	ASO_G0246067_AD_06	down	plus	3482	3867	311	3171	1245	119518
H3K4me2	ENSG00000246067	ASO_G0246067_AD_06	up	plus	3549	3867	50	3499	1506	119190
H3K4me2	ENSG00000246067	ASO_G0246067_AD_09	up	minus	5	1556	0	5	1556	122684
H3K4me2	ENSG00000246067	ASO_G0246067_AD_09	up	plus	5	3867	0	5	1556	122684
H3K4me2	ENSG00000246067	ASO_G0246067_AD_09	down	minus	603	1556	30	573	1526	122116
H3K4me2	ENSG00000246067	ASO_G0246067_AD_09	down	plus	603	3867	30	573	1526	122116
H3K4me2	ENSG00000246273	ASO_G0246273_02	up	plus	266	922	7	259	915	123064
H3K4me2	ENSG00000246273	ASO_G0246273_02	up	minus	266	6100	7	259	915	123064
H3K4me2	ENSG00000246273	ASO_G0246273_02	down	plus	496	922	18	478	904	122845
H3K4me2	ENSG00000246273	ASO_G0246273_02	down	minus	496	6100	18	478	904	122845
H3K4me2	ENSG00000248508	ASO_G0248508_04	up	plus	115	2	0	115	2	124128
H3K4me2	ENSG00000248508	ASO_G0248508_04	down	plus	248	2	0	248	2	123995
H3K4me2	ENSG00000248508	ASO_G0248508_10	up	plus	245	2	0	245	2	123998
H3K4me2	ENSG00000248508	ASO_G0248508_10	down	plus	194	2	0	194	2	124049
H3K4me2	ENSG00000250786	ASO_G0250786_AD_10	up	minus	2	4847	1	1	5794	118449
H3K4me2	ENSG00000250786	ASO_G0250786_AD_10	up	plus	2	5796	1	1	5794	118449
H3K4me2	ENSG00000250786	ASO_G0250786_AD_10	down	minus	7	4847	1	6	5794	118444
H3K4me2	ENSG00000250786	ASO_G0250786_AD_10	down	plus	7	5796	1	6	5794	118444
H3K4me2	ENSG00000251580	ASO_G0251580_AD_05	up	plus	38	3	0	38	64	124143
H3K4me2	ENSG00000251580	ASO_G0251580_AD_05	down	plus	96	3	3	93	61	124088
H3K4me2	ENSG00000251580	ASO_G0251580_AD_05	up	minus	38	64	0	38	64	124143
H3K4me2	ENSG00000251580	ASO_G0251580_AD_05	down	minus	96	64	3	93	61	124088
H3K4me2	ENSG00000253352	ASO_G0253352_01	down	plus	11	323	0	11	323	123911
H3K4me2	ENSG00000253352	ASO_G0253352_01	down	minus	11	833	0	11	323	123911
H3K4me2	ENSG00000253352	ASO_G0253352_01	up	minus	1	833	0	1	323	123921
H3K4me2	ENSG00000253352	ASO_G0253352_01	up	plus	1	323	0	1	323	123921
H3K4me2	ENSG00000253352	ASO_G0253352_02	down	plus	13	323	0	13	323	123909
H3K4me2	ENSG00000253352	ASO_G0253352_02	up	plus	4	323	0	4	323	123918
H3K4me2	ENSG00000253352	ASO_G0253352_02	up	minus	4	833	0	4	323	123918
H3K4me2	ENSG00000253352	ASO_G0253352_02	down	minus	13	833	0	13	323	123909
H3K4me2	ENSG00000253352	ASO_G0253352_AD_07	down	minus	83	833	1	82	322	123840
H3K4me2	ENSG00000253352	ASO_G0253352_AD_07	up	plus	3	323	0	3	323	123919
H3K4me2	ENSG00000253352	ASO_G0253352_AD_07	down	plus	83	323	1	82	322	123840
H3K4me2	ENSG00000253352	ASO_G0253352_AD_07	up	minus	3	833	0	3	323	123919
H3K4me2	ENSG00000253352	ASO_G0253352_AD_08	down	minus	2	833	0	2	323	123920
H3K4me2	ENSG00000253352	ASO_G0253352_AD_08	down	plus	2	323	0	2	323	123920
H3K4me2	ENSG00000254682	ASO_G0254682_02	up	plus	232	1948	10	222	4214	119799
H3K4me2	ENSG00000254682	ASO_G0254682_02	down	plus	253	1948	65	188	4159	119833
H3K4me2	ENSG00000254682	ASO_G0254682_02	down	minus	253	4224	65	188	4159	119833
H3K4me2	ENSG00000254682	ASO_G0254682_02	up	minus	232	4224	10	222	4214	119799
H3K4me2	ENSG00000254682	ASO_G0254682_06	down	plus	86	1948	16	70	4208	119951
H3K4me2	ENSG00000254682	ASO_G0254682_06	up	plus	17	1948	0	17	4224	120004
H3K4me2	ENSG00000254682	ASO_G0254682_06	up	minus	17	4224	0	17	4224	120004
H3K4me2	ENSG00000254682	ASO_G0254682_06	down	minus	86	4224	16	70	4208	119951
H3K4me2	ENSG00000256268	ASO_G0256268_AD_03	down	minus	2	3982	2	0	5257	118986
H3K4me2	ENSG00000256268	ASO_G0256268_AD_03	down	plus	2	5259	2	0	5257	118986
H3K4me2	ENSG00000256268	ASO_G0256268_AD_06	up	plus	15	5259	0	15	5259	118971
H3K4me2	ENSG00000256268	ASO_G0256268_AD_06	down	plus	51	5259	13	38	5246	118948
H3K4me2	ENSG00000256268	ASO_G0256268_AD_06	down	minus	51	3982	13	38	5246	118948
H3K4me2	ENSG00000256268	ASO_G0256268_AD_06	up	minus	15	3982	0	15	5259	118971
H3K4me2	ENSG00000256268	ASO_G0256268_AD_07	down	plus	209	5259	39	170	5220	118816
H3K4me2	ENSG00000256268	ASO_G0256268_AD_07	down	minus	209	3982	39	170	5220	118816
H3K4me2	ENSG00000256268	ASO_G0256268_AD_07	up	plus	191	5259	26	165	5233	118821
H3K4me2	ENSG00000256268	ASO_G0256268_AD_07	up	minus	191	3982	26	165	5233	118821
H3K4me2	ENSG00000260032	ASO_G0260032_AD_01	down	plus	404	2796	70	334	6490	117351
H3K4me2	ENSG00000260032	ASO_G0260032_AD_01	up	minus	151	6560	17	134	6543	117551
H3K4me2	ENSG00000260032	ASO_G0260032_AD_01	down	minus	404	6560	70	334	6490	117351
H3K4me2	ENSG00000260032	ASO_G0260032_AD_01	up	plus	151	2796	17	134	6543	117551
H3K4me2	ENSG00000260032	ASO_G0260032_AD_06	up	minus	136	6560	10	126	6550	117559
